term_level,term,subsetcount,totalcount,foldenrichment,pval,fdr,comp
NPC_class,"Indole diketopiperazine alkaloids (L-Trp, L-Ala)",2,2,37.369565217391305,0.17107450132578098,0.782844419745348,ctrl_vs_sl1.up
NPC_class,"Indole diketopiperazine alkaloids (L-Trp, L-Pro)",1,2,18.684782608695652,0.4760147307964929,0.7933578846608216,ctrl_vs_sl1.up
NPC_class,Iridoids monoterpenoids,1,6,6.228260869565217,0.779000835848324,0.9037757644028711,ctrl_vs_sl1.up
NPC_class,Isoquinoline alkaloids,4,6,24.913043478260867,0.10956894264924451,0.782844419745348,ctrl_vs_sl1.up
NPC_class,Jasmonic acids,1,3,12.456521739130434,0.5776614739533967,0.8183537547673121,ctrl_vs_sl1.up
NPC_class,Limonoids,3,4,28.02717391304348,0.13706361423484012,0.782844419745348,ctrl_vs_sl1.up
NPC_class,Lipopeptides,1,3,12.456521739130434,0.5776614739533967,0.8183537547673121,ctrl_vs_sl1.up
NPC_class,Lupane triterpenoids,1,2,18.684782608695652,0.4760147307964929,0.7933578846608216,ctrl_vs_sl1.up
NPC_class,Menthane monoterpenoids,2,18,4.152173913043478,0.9226925795257449,0.9981573598303687,ctrl_vs_sl1.up
NPC_class,Monosaccharides,4,44,3.397233201581028,0.9903056139239877,0.9997386010276256,ctrl_vs_sl1.up
NPC_class,Neutral glycosphingolipids,1,7,5.338509316770186,0.8219526733987439,0.9315463631852431,ctrl_vs_sl1.up
NPC_class,Oligomeric phloroglucinols (phlorotannins),1,1,37.369565217391305,0.34997750529792027,0.782844419745348,ctrl_vs_sl1.up
NPC_class,Open-chain polyketides,5,14,13.346273291925465,0.3007317561084668,0.782844419745348,ctrl_vs_sl1.up
NPC_class,Oxygenated hydrocarbons,1,14,2.669254658385093,0.9609010486768466,0.9981573598303687,ctrl_vs_sl1.up
NPC_class,Phenylalanine-derived alkaloids,1,3,12.456521739130434,0.5776614739533967,0.8183537547673121,ctrl_vs_sl1.up
NPC_class,Phenylethylamines,1,4,9.342391304347826,0.6596284905216518,0.8495215408233395,ctrl_vs_sl1.up
NPC_class,Pinane monoterpenoids,1,4,9.342391304347826,0.6596284905216518,0.8495215408233395,ctrl_vs_sl1.up
NPC_class,Polyamines,5,22,8.49308300395257,0.6225405894241343,0.8495215408233395,ctrl_vs_sl1.up
NPC_class,Polyene macrolides,2,4,18.684782608695652,0.3291784824949533,0.782844419745348,ctrl_vs_sl1.up
NPC_class,Polyether ionophores,1,1,37.369565217391305,0.34997750529792027,0.782844419745348,ctrl_vs_sl1.up
NPC_class,Pregnane steroids,1,1,37.369565217391305,0.34997750529792027,0.782844419745348,ctrl_vs_sl1.up
NPC_class,Prostaglandins,1,1,37.369565217391305,0.34997750529792027,0.782844419745348,ctrl_vs_sl1.up
NPC_class,Purine alkaloids,6,11,20.383399209486168,0.09247824832067705,0.782844419745348,ctrl_vs_sl1.up
NPC_class,Purine nucleosides,3,9,12.456521739130434,0.4194150077940826,0.7933578846608216,ctrl_vs_sl1.up
NPC_class,Purine nucleotides,1,3,12.456521739130434,0.5776614739533967,0.8183537547673121,ctrl_vs_sl1.up
NPC_class,Pyridine alkaloids,2,12,6.228260869565217,0.7868165478330877,0.9037757644028711,ctrl_vs_sl1.up
NPC_class,Pyrimidine nucleosides,4,18,8.304347826086955,0.6419508247033139,0.8495215408233395,ctrl_vs_sl1.up
NPC_class,Pyrimidine nucleotides,1,2,18.684782608695652,0.4760147307964929,0.7933578846608216,ctrl_vs_sl1.up
NPC_class,Pyrrole alkaloids,3,15,7.473913043478261,0.7075156849315425,0.8812295975827755,ctrl_vs_sl1.up
NPC_class,Pyrrolidine alkaloids,1,2,18.684782608695652,0.4760147307964929,0.7933578846608216,ctrl_vs_sl1.up
NPC_class,Pyrrolizidine alkaloids,1,1,37.369565217391305,0.34997750529792027,0.782844419745348,ctrl_vs_sl1.up
NPC_class,Pyrroloindole alkaloids,2,3,24.913043478260867,0.24979340768037583,0.782844419745348,ctrl_vs_sl1.up
NPC_class,Quinazoline alkaloids,2,2,37.369565217391305,0.17107450132578098,0.782844419745348,ctrl_vs_sl1.up
NPC_class,RiPPs,1,1,37.369565217391305,0.34997750529792027,0.782844419745348,ctrl_vs_sl1.up
NPC_class,Simple coumarins,2,14,5.338509316770186,0.8464853644789554,0.9455675829465742,ctrl_vs_sl1.up
NPC_class,Simple indole alkaloids,1,2,18.684782608695652,0.4760147307964929,0.7933578846608216,ctrl_vs_sl1.up
NPC_class,Simple phenolic acids,6,16,14.01358695652174,0.24157785015113573,0.782844419745348,ctrl_vs_sl1.up
NPC_class,Steroidal alkaloids,3,5,22.421739130434784,0.18908380020983742,0.782844419745348,ctrl_vs_sl1.up
NPC_class,Taxane diterpenoids,3,3,37.369565217391305,0.0910232580512212,0.782844419745348,ctrl_vs_sl1.up
NPC_class,Tetraketide meroterpenoids,2,3,24.913043478260867,0.24979340768037583,0.782844419745348,ctrl_vs_sl1.up
NPC_class,Thiodiketopiperazine alkaloids,1,4,9.342391304347826,0.6596284905216518,0.8495215408233395,ctrl_vs_sl1.up
NPC_class,Tricyclic guanidine alkaloids,2,4,18.684782608695652,0.3291784824949533,0.782844419745348,ctrl_vs_sl1.up
NPC_class,Wax monoesters,1,1,37.369565217391305,0.34997750529792027,0.782844419745348,ctrl_vs_sl1.up
NPC_class,Yohimbine-like alkaloids,1,1,37.369565217391305,0.34997750529792027,0.782844419745348,ctrl_vs_sl1.up
NPC_class,4-pyrone derivatives,1,2,18.684782608695652,0.24773028324213364,0.5736911822449411,ctrl_vs_le1.up
NPC_class,Aminoacids,29,162,6.6896135265700485,0.0024962424361775703,0.10983466719181309,ctrl_vs_le1.up
NPC_class,Aminosugars,4,14,10.677018633540373,0.07246753835467071,0.3985714609506889,ctrl_vs_le1.up
NPC_class,Carboline alkaloids,1,33,1.1324110671936758,0.961390544818642,0.9837484644655872,ctrl_vs_le1.up
NPC_class,Cholane steroids,1,2,18.684782608695652,0.24773028324213364,0.5736911822449411,ctrl_vs_le1.up
NPC_class,Cinnamic acids and derivatives,2,37,2.019976498237368,0.8817818302541831,0.946302451980099,ctrl_vs_le1.up
NPC_class,Cyclamides,1,9,4.152173913043478,0.613536509749717,0.7705029446079944,ctrl_vs_le1.up
NPC_class,Cyclic peptides,4,31,4.8218793828892,0.3918607641884009,0.6157812008674871,ctrl_vs_le1.up
NPC_class,Depsipeptides,2,21,3.559006211180124,0.6304115001338135,0.7705029446079944,ctrl_vs_le1.up
NPC_class,Dicarboxylic acids,2,11,6.794466403162056,0.3317318946000497,0.6157812008674871,ctrl_vs_le1.up
NPC_class,Dimeric phloroglucinols,1,1,37.369565217391305,0.1728100027729459,0.5736911822449411,ctrl_vs_le1.up
NPC_class,Dipeptides,3,16,7.00679347826087,0.24344816242739492,0.5736911822449411,ctrl_vs_le1.up
NPC_class,Disaccharides,3,15,7.473913043478261,0.21852080244964692,0.5736911822449411,ctrl_vs_le1.up
NPC_class,Fatty acyl glycosides of mono- and disaccharides,1,5,7.473913043478261,0.43435902570233187,0.6370599043634201,ctrl_vs_le1.up
NPC_class,Fatty alcohols,1,1,37.369565217391305,0.1728100027729459,0.5736911822449411,ctrl_vs_le1.up
NPC_class,Furofuranoid lignans,2,3,24.913043478260867,0.06779721180185208,0.3985714609506889,ctrl_vs_le1.up
NPC_class,Glucosinolates,7,56,4.671195652173913,0.3420605501649589,0.6157812008674871,ctrl_vs_le1.up
NPC_class,Glycerophosphates,1,8,4.671195652173913,0.5748901607246889,0.7665202142995852,ctrl_vs_le1.up
NPC_class,Glycerophosphoethanolamines,1,5,7.473913043478261,0.43435902570233187,0.6370599043634201,ctrl_vs_le1.up
NPC_class,Halogenated fatty acids,7,53,4.935602953240362,0.29656561968095374,0.6157812008674871,ctrl_vs_le1.up
NPC_class,Hydroxy fatty acids,2,8,9.342391304347826,0.22707301949943445,0.5736911822449411,ctrl_vs_le1.up
NPC_class,Imidazole alkaloids,5,81,2.3067632850241546,0.9035596505432426,0.9465863005691113,ctrl_vs_le1.up
NPC_class,Iridoids monoterpenoids,2,6,12.456521739130434,0.15876424607211118,0.5736911822449411,ctrl_vs_le1.up
NPC_class,Lipopeptides,2,3,24.913043478260867,0.06779721180185208,0.3985714609506889,ctrl_vs_le1.up
NPC_class,Menthane monoterpenoids,2,18,4.152173913043478,0.552567209052824,0.759779912447633,ctrl_vs_le1.up
NPC_class,Monosaccharides,11,44,9.342391304347826,0.008412103425502674,0.18506627536105882,ctrl_vs_le1.up
NPC_class,Open-chain polyketides,1,14,2.669254658385093,0.760228252684557,0.8576934132851411,ctrl_vs_le1.up
NPC_class,Oxygenated hydrocarbons,5,14,13.346273291925465,0.02331499755347681,0.3419532974509932,ctrl_vs_le1.up
NPC_class,Penicillins,1,3,12.456521739130434,0.3159009888942774,0.6157812008674871,ctrl_vs_le1.up
NPC_class,Phenylalanine-derived alkaloids,1,3,12.456521739130434,0.3159009888942774,0.6157812008674871,ctrl_vs_le1.up
NPC_class,Pinane monoterpenoids,1,4,9.342391304347826,0.3779269331673838,0.6157812008674871,ctrl_vs_le1.up
NPC_class,Polyamines,2,22,3.397233201581028,0.6539207409248862,0.7776354756944592,ctrl_vs_le1.up
NPC_class,Polysaccharides,2,2,37.369565217391305,0.04321816628570273,0.38031986331418405,ctrl_vs_le1.up
NPC_class,Purine nucleosides,1,9,4.152173913043478,0.613536509749717,0.7705029446079944,ctrl_vs_le1.up
NPC_class,Pyrimidine nucleosides,2,18,4.152173913043478,0.552567209052824,0.759779912447633,ctrl_vs_le1.up
NPC_class,Pyrrole alkaloids,1,15,2.491304347826087,0.7820954360397253,0.8603049796436979,ctrl_vs_le1.up
NPC_class,Quinazoline alkaloids,2,2,37.369565217391305,0.04321816628570273,0.38031986331418405,ctrl_vs_le1.up
NPC_class,Simple coumarins,1,14,2.669254658385093,0.760228252684557,0.8576934132851411,ctrl_vs_le1.up
NPC_class,Simple indole alkaloids,1,2,18.684782608695652,0.24773028324213364,0.5736911822449411,ctrl_vs_le1.up
NPC_class,Simple phenolic acids,4,16,9.342391304347826,0.09975056991002437,0.48766945289345254,ctrl_vs_le1.up
NPC_class,Thiodiketopiperazine alkaloids,1,4,9.342391304347826,0.3779269331673838,0.6157812008674871,ctrl_vs_le1.up
NPC_class,Tripeptides,1,4,9.342391304347826,0.3779269331673838,0.6157812008674871,ctrl_vs_le1.up
NPC_class,Vancomycins and Teicoplanins,1,2,18.684782608695652,0.24773028324213364,0.5736911822449411,ctrl_vs_le1.up
NPC_superclass,Amino acid glycosides,32,68,17.585677749360613,0.0014381881378472744,0.0560893373760437,ctrl_vs_sl1.up
NPC_superclass,Anthranilic acid alkaloids,7,20,13.079347826086957,0.2572524497782406,0.6688563694234255,ctrl_vs_sl1.up
NPC_superclass,Aromatic polyketides,1,4,9.342391304347826,0.6596284905216518,0.9527995844585091,ctrl_vs_sl1.up
NPC_superclass,Coumarins,1,10,3.7369565217391303,0.9069591319523147,0.9999483086070573,ctrl_vs_sl1.up
NPC_superclass,Cyclic polyketides,3,7,16.01552795031056,0.30312088135892934,0.6953949631175438,ctrl_vs_sl1.up
NPC_superclass,Diterpenoids,3,3,37.369565217391305,0.0910232580512212,0.44373838299970336,ctrl_vs_sl1.up
NPC_superclass,Eicosanoids,1,2,18.684782608695652,0.4760147307964929,0.8071554130897054,ctrl_vs_sl1.up
NPC_superclass,Fatty Acids and Conjugates,10,71,5.2633190447030005,0.9677812492626101,0.9999483086070573,ctrl_vs_sl1.up
NPC_superclass,Fatty acyl glycosides,3,11,10.191699604743084,0.5285650828600272,0.8589182596475442,ctrl_vs_sl1.up
NPC_superclass,Flavonoids,7,24,10.89945652173913,0.3937499219969003,0.7312498551371006,ctrl_vs_sl1.up
NPC_superclass,Glycerolipids,2,9,8.304347826086955,0.6596304815481986,0.9527995844585091,ctrl_vs_sl1.up
NPC_superclass,Glycerophospholipids,7,18,14.532608695652174,0.19499691378840078,0.6688563694234255,ctrl_vs_sl1.up
NPC_superclass,Histidine alkaloids,8,78,3.8327759197324416,0.9970637775719977,0.9999483086070573,ctrl_vs_sl1.up
NPC_superclass,Linear polyketides,3,8,14.01358695652174,0.3616790079619532,0.7312498551371006,ctrl_vs_sl1.up
NPC_superclass,Macrolides,6,16,14.01358695652174,0.24157785015113573,0.6688563694234255,ctrl_vs_sl1.up
NPC_superclass,Meroterpenoids,2,4,18.684782608695652,0.3291784824949533,0.7132200454057321,ctrl_vs_sl1.up
NPC_superclass,Monoterpenoids,4,27,5.536231884057971,0.8785784039207472,0.9999483086070573,ctrl_vs_sl1.up
NPC_superclass,Nicotinic acid alkaloids,1,7,5.338509316770186,0.8219526733987439,0.9999483086070573,ctrl_vs_sl1.up
NPC_superclass,Nucleosides,10,28,13.346273291925465,0.18515711944473104,0.6688563694234255,ctrl_vs_sl1.up
NPC_superclass,Octadecanoids,1,2,18.684782608695652,0.4760147307964929,0.8071554130897054,ctrl_vs_sl1.up
NPC_superclass,Oligopeptides,23,66,13.022727272727272,0.07807051890975268,0.4349643196400506,ctrl_vs_sl1.up
NPC_superclass,Ornithine alkaloids,6,33,6.794466403162055,0.7961918388085502,0.9999483086070573,ctrl_vs_sl1.up
NPC_superclass,Peptide alkaloids,4,9,16.60869565217391,0.23313470644891032,0.6688563694234255,ctrl_vs_sl1.up
NPC_superclass,Phenolic acids (C6-C1),7,21,12.456521739130435,0.29033313999199867,0.6953949631175438,ctrl_vs_sl1.up
NPC_superclass,Phenylpropanoids (C6-C3),6,37,6.059929494712104,0.8676064660991569,0.9999483086070573,ctrl_vs_sl1.up
NPC_superclass,Polyethers,2,3,24.913043478260867,0.24979340768037583,0.6688563694234255,ctrl_vs_sl1.up
NPC_superclass,Polyols,1,3,12.456521739130434,0.5776614739533967,0.9011518993672989,ctrl_vs_sl1.up
NPC_superclass,Proline alkaloids,2,12,6.228260869565217,0.7868165478330877,0.9999483086070573,ctrl_vs_sl1.up
NPC_superclass,Pseudoalkaloids (transamidation),11,25,16.442608695652176,0.07206635666847393,0.4349643196400506,ctrl_vs_sl1.up
NPC_superclass,Saccharides,5,63,2.9658385093167703,0.9986337418069843,0.9999483086070573,ctrl_vs_sl1.up
NPC_superclass,Sesquiterpenoids,1,10,3.7369565217391303,0.9069591319523147,0.9999483086070573,ctrl_vs_sl1.up
NPC_superclass,Small peptides,22,192,4.281929347826087,0.9999483086070573,0.9999483086070573,ctrl_vs_sl1.up
NPC_superclass,Spingolipids,1,12,3.1141304347826084,0.9396720439180439,0.9999483086070573,ctrl_vs_sl1.up
NPC_superclass,Steroids,5,12,15.570652173913043,0.22004521120419304,0.6688563694234255,ctrl_vs_sl1.up
NPC_superclass,Triterpenoids,6,9,24.913043478260867,0.05265809454703901,0.4349643196400506,ctrl_vs_sl1.up
NPC_superclass,Tryptophan alkaloids,14,29,18.040479760119943,0.02693601862963428,0.4349643196400506,ctrl_vs_sl1.up
NPC_superclass,Tyrosine alkaloids,8,16,18.684782608695652,0.07532121303319995,0.4349643196400506,ctrl_vs_sl1.up
NPC_superclass,β-lactams,7,13,20.12207357859532,0.07425631766686286,0.4349643196400506,ctrl_vs_sl1.up
NPC_superclass,Amino acid glycosides,8,68,4.396419437340153,0.3811257050050191,0.7134212808578324,ctrl_vs_le1.up
NPC_superclass,Aminosugars and aminoglycosides,3,13,8.623745819397993,0.1705838217438724,0.6016091144711405,ctrl_vs_le1.up
NPC_superclass,Anthranilic acid alkaloids,2,20,3.7369565217391303,0.6056862848869113,0.9009558918160953,ctrl_vs_le1.up
NPC_superclass,Cyclic polyketides,2,7,10.677018633540373,0.19251491663076498,0.6016091144711405,ctrl_vs_le1.up
NPC_superclass,Eicosanoids,1,2,18.684782608695652,0.24773028324213364,0.6881396756725934,ctrl_vs_le1.up
NPC_superclass,Fatty Acids and Conjugates,13,71,6.8423147581139,0.0350934342536422,0.175467171268211,ctrl_vs_le1.up
NPC_superclass,Fatty acyl glycosides,2,11,6.794466403162056,0.3317318946000497,0.6911081137501036,ctrl_vs_le1.up
NPC_superclass,Fatty acyls,4,10,14.947826086956521,0.0314658368812876,0.175467171268211,ctrl_vs_le1.up
NPC_superclass,Glycerophospholipids,1,18,2.076086956521739,0.8364947750269207,0.9550508662072542,ctrl_vs_le1.up
NPC_superclass,Histidine alkaloids,4,78,1.9163879598662208,0.9494349857566728,0.9889947768298676,ctrl_vs_le1.up
NPC_superclass,Lignans,2,10,7.473913043478261,0.29700254940102877,0.6911081137501036,ctrl_vs_le1.up
NPC_superclass,Monoterpenoids,4,27,5.536231884057971,0.3062770405028942,0.6911081137501036,ctrl_vs_le1.up
NPC_superclass,Nucleosides,3,28,4.00388198757764,0.5422634822856272,0.9009558918160953,ctrl_vs_le1.up
NPC_superclass,Oligopeptides,11,66,6.228260869565218,0.08173659544024652,0.34056914766769386,ctrl_vs_le1.up
NPC_superclass,Ornithine alkaloids,2,33,2.2648221343873516,0.8404447622623836,0.9550508662072542,ctrl_vs_le1.up
NPC_superclass,Peptide alkaloids,1,9,4.152173913043478,0.613536509749717,0.9009558918160953,ctrl_vs_le1.up
NPC_superclass,Phenolic acids (C6-C1),6,21,10.677018633540373,0.029807389149161374,0.175467171268211,ctrl_vs_le1.up
NPC_superclass,Phenylpropanoids (C6-C3),2,37,2.019976498237368,0.8817818302541831,0.9584585111458511,ctrl_vs_le1.up
NPC_superclass,Saccharides,17,63,10.083850931677018,5.212709046247496e-4,0.013031772615618739,ctrl_vs_le1.up
NPC_superclass,Sesquiterpenoids,1,10,3.7369565217391303,0.6486882421075886,0.9009558918160953,ctrl_vs_le1.up
NPC_superclass,Small peptides,32,192,6.228260869565217,0.004051395072944072,0.0506424384118009,ctrl_vs_le1.up
NPC_superclass,Steroids,1,12,3.1141304347826084,0.7097369832270446,0.9338644516145325,ctrl_vs_le1.up
NPC_superclass,Tryptophan alkaloids,2,29,2.5772113943028487,0.7865318395930756,0.9550508662072542,ctrl_vs_le1.up
NPC_superclass,β-lactams,2,13,5.749163879598663,0.39951591728038616,0.7134212808578324,ctrl_vs_le1.up
NPC_pathway,Alkaloids,71,272,9.754555626598465,0.2704741936121428,0.5854814343962469,ctrl_vs_sl1.up
NPC_pathway,Amino acids and Peptides,78,300,9.716086956521739,0.26784842105188555,0.5854814343962469,ctrl_vs_sl1.up
NPC_pathway,Carbohydrates,16,113,5.291265871489034,0.9886464830760875,0.9886464830760875,ctrl_vs_sl1.up
NPC_pathway,Fatty acids,28,135,7.75072463768116,0.7982108960124407,0.9886464830760875,ctrl_vs_sl1.up
NPC_pathway,Polyketides,17,59,10.76750184229919,0.29274071719812345,0.5854814343962469,ctrl_vs_sl1.up
NPC_pathway,Shikimates and Phenylpropanoids,18,100,6.726521739130435,0.9033801680893276,0.9886464830760875,ctrl_vs_sl1.up
NPC_pathway,Terpenoids,15,49,11.4396628216504,0.24453771572991456,0.5854814343962469,ctrl_vs_sl1.up
NPC_pathway,Alkaloids,16,272,2.1982097186700766,0.9933832944438683,0.99989950455128,ctrl_vs_le1.up
NPC_pathway,Amino acids and Peptides,42,300,5.231739130434782,0.01618418386670717,0.04315782364455245,ctrl_vs_le1.up
NPC_pathway,Carbohydrates,26,113,8.598307041169681,1.5797885702276615e-4,0.0012638308561821292,ctrl_vs_le1.up
NPC_pathway,Fatty acids,24,135,6.643478260869565,0.006530152096815521,0.026120608387262084,ctrl_vs_le1.up
NPC_pathway,Polyketides,5,59,3.166912306558585,0.7024454527714508,0.9623690702457113,ctrl_vs_le1.up
NPC_pathway,Shikimates and Phenylpropanoids,9,100,3.3632608695652175,0.6680612877771006,0.9623690702457113,ctrl_vs_le1.up
NPC_pathway,Terpenoids,4,49,3.0505767524401066,0.7217768026842835,0.9623690702457113,ctrl_vs_le1.up
ClassyFire_superclass,Alkaloids and derivatives,1,1,37.369565217391305,0.34997750529792027,0.8239013167074088,ctrl_vs_sl1.up
ClassyFire_superclass,Benzenoids,46,141,12.191489361702128,0.03877024943352849,0.33726941068957855,ctrl_vs_sl1.up
ClassyFire_superclass,Lipids and lipid-like molecules,28,91,11.498327759197325,0.14457392948604186,0.626487027772848,ctrl_vs_sl1.up
ClassyFire_superclass,"Nucleosides, nucleotides, and analogues",2,7,10.677018633540373,0.5449901653523452,0.9932185439914532,ctrl_vs_sl1.up
ClassyFire_superclass,"Organic 1,3-dipolar compounds",1,19,1.9668192219679632,0.9868049583527878,0.9932185439914532,ctrl_vs_sl1.up
ClassyFire_superclass,Organic acids and derivatives,84,395,7.946945514584479,0.8894485107147732,0.9932185439914532,ctrl_vs_sl1.up
ClassyFire_superclass,Organic nitrogen compounds,3,16,7.00679347826087,0.7431085824418733,0.9932185439914532,ctrl_vs_sl1.up
ClassyFire_superclass,Organic oxygen compounds,51,163,11.692317951453722,0.05188760164455054,0.33726941068957855,ctrl_vs_sl1.up
ClassyFire_superclass,Organohalogen compounds,5,31,6.0273492286115005,0.8553956932216961,0.9932185439914532,ctrl_vs_sl1.up
ClassyFire_superclass,Organoheterocyclic compounds,8,72,4.152173913043478,0.9932185439914532,0.9932185439914532,ctrl_vs_sl1.up
ClassyFire_superclass,Organosulfur compounds,5,14,13.346273291925465,0.3007317561084668,0.8239013167074088,ctrl_vs_sl1.up
ClassyFire_superclass,Phenylpropanoids and polyketides,9,57,5.90045766590389,0.9174536820925943,0.9932185439914532,ctrl_vs_sl1.up
ClassyFire_superclass,Benzenoids,13,141,3.4454209065679926,0.6523204778033962,0.99989950455128,ctrl_vs_le1.up
ClassyFire_superclass,"Lignans, neolignans and related compounds",2,8,9.342391304347826,0.22707301949943445,0.6244508036234447,ctrl_vs_le1.up
ClassyFire_superclass,Lipids and lipid-like molecules,5,91,2.053272814142379,0.9464425709865865,0.99989950455128,ctrl_vs_le1.up
ClassyFire_superclass,"Organic 1,3-dipolar compounds",3,19,5.90045766590389,0.3202475727899487,0.7045446601378872,ctrl_vs_le1.up
ClassyFire_superclass,Organic acids and derivatives,56,395,5.297963676389654,0.0035706520624210637,0.01963858634331585,ctrl_vs_le1.up
ClassyFire_superclass,Organic oxygen compounds,35,163,8.024139770605496,3.418631073733191e-5,3.76049418110651e-4,ctrl_vs_le1.up
ClassyFire_superclass,Organohalogen compounds,5,31,6.0273492286115005,0.22147245606066668,0.6244508036234447,ctrl_vs_le1.up
ClassyFire_superclass,Organoheterocyclic compounds,4,72,2.076086956521739,0.925612165583211,0.99989950455128,ctrl_vs_le1.up
ClassyFire_superclass,Organosulfur compounds,2,14,5.338509316770186,0.4322205023570308,0.7924042543212231,ctrl_vs_le1.up
ClassyFire_superclass,Phenylpropanoids and polyketides,1,57,0.6556064073226544,0.9962622755838015,0.99989950455128,ctrl_vs_le1.up
ClassyFire_class,"Allyl-type 1,3-dipolar organic compounds",1,19,1.9668192219679632,0.9868049583527878,0.9868049583527878,ctrl_vs_sl1.up
