term_level,term,subsetcount,totalcount,foldenrichment,pval,fdr,comp,label
NPC_superclass,Diterpenoids,3,3,37.369565217391305,0.0910232580512212,0.44373838299970336,ctrl_vs_sl1.up,.
NPC_superclass,Fatty Acids and Conjugates,10,71,5.2633190447030005,0.9677812492626101,0.9999483086070573,ctrl_vs_sl1.up,
NPC_superclass,Oligopeptides,23,66,13.022727272727272,0.07807051890975268,0.4349643196400506,ctrl_vs_sl1.up,.
NPC_superclass,Phenolic acids (C6-C1),7,21,12.456521739130435,0.29033313999199867,0.6953949631175438,ctrl_vs_sl1.up,
NPC_superclass,Pseudoalkaloids (transamidation),11,25,16.442608695652176,0.07206635666847393,0.4349643196400506,ctrl_vs_sl1.up,.
NPC_superclass,Saccharides,5,63,2.9658385093167703,0.9986337418069843,0.9999483086070573,ctrl_vs_sl1.up,
NPC_superclass,Small peptides,22,192,4.281929347826087,0.9999483086070573,0.9999483086070573,ctrl_vs_sl1.up,
NPC_superclass,Triterpenoids,6,9,24.913043478260867,0.05265809454703901,0.4349643196400506,ctrl_vs_sl1.up,.
NPC_superclass,Tryptophan alkaloids,14,29,18.040479760119943,0.02693601862963428,0.4349643196400506,ctrl_vs_sl1.up,*
NPC_superclass,Tyrosine alkaloids,8,16,18.684782608695652,0.07532121303319995,0.4349643196400506,ctrl_vs_sl1.up,.
NPC_superclass,β-lactams,7,13,20.12207357859532,0.07425631766686286,0.4349643196400506,ctrl_vs_sl1.up,.
NPC_superclass,Amino acid glycosides,8,68,4.396419437340153,0.3811257050050191,0.7134212808578324,ctrl_vs_le1.up,
NPC_superclass,Fatty Acids and Conjugates,13,71,6.8423147581139,0.0350934342536422,0.175467171268211,ctrl_vs_le1.up,*
NPC_superclass,Fatty acyls,4,10,14.947826086956521,0.0314658368812876,0.175467171268211,ctrl_vs_le1.up,*
NPC_superclass,Oligopeptides,11,66,6.228260869565218,0.08173659544024652,0.34056914766769386,ctrl_vs_le1.up,.
NPC_superclass,Phenolic acids (C6-C1),6,21,10.677018633540373,0.029807389149161374,0.175467171268211,ctrl_vs_le1.up,*
NPC_superclass,Saccharides,17,63,10.083850931677018,5.212709046247496e-4,0.013031772615618739,ctrl_vs_le1.up,***
NPC_superclass,Small peptides,32,192,6.228260869565217,0.004051395072944072,0.0506424384118009,ctrl_vs_le1.up,**
NPC_superclass,Tryptophan alkaloids,2,29,2.5772113943028487,0.7865318395930756,0.9550508662072542,ctrl_vs_le1.up,
NPC_superclass,β-lactams,2,13,5.749163879598663,0.39951591728038616,0.7134212808578324,ctrl_vs_le1.up,
NPC_pathway,Amino acids and Peptides,78,300,9.716086956521739,0.26784842105188555,0.5854814343962469,ctrl_vs_sl1.up,
NPC_pathway,Carbohydrates,16,113,5.291265871489034,0.9886464830760875,0.9886464830760875,ctrl_vs_sl1.up,
NPC_pathway,Fatty acids,28,135,7.75072463768116,0.7982108960124407,0.9886464830760875,ctrl_vs_sl1.up,
NPC_pathway,Amino acids and Peptides,42,300,5.231739130434782,0.01618418386670717,0.04315782364455245,ctrl_vs_le1.up,*
NPC_pathway,Carbohydrates,26,113,8.598307041169681,1.5797885702276615e-4,0.0012638308561821292,ctrl_vs_le1.up,***
NPC_pathway,Fatty acids,24,135,6.643478260869565,0.006530152096815521,0.026120608387262084,ctrl_vs_le1.up,**
ClassyFire_superclass,Benzenoids,46,141,12.191489361702128,0.03877024943352849,0.33726941068957855,ctrl_vs_sl1.up,*
ClassyFire_superclass,Organic acids and derivatives,84,395,7.946945514584479,0.8894485107147732,0.9932185439914532,ctrl_vs_sl1.up,
ClassyFire_superclass,Organic oxygen compounds,51,163,11.692317951453722,0.05188760164455054,0.33726941068957855,ctrl_vs_sl1.up,.
ClassyFire_superclass,Benzenoids,13,141,3.4454209065679926,0.6523204778033962,0.99989950455128,ctrl_vs_le1.up,
ClassyFire_superclass,Organic acids and derivatives,56,395,5.297963676389654,0.0035706520624210637,0.01963858634331585,ctrl_vs_le1.up,**
ClassyFire_superclass,Organic oxygen compounds,35,163,8.024139770605496,3.418631073733191e-5,3.76049418110651e-4,ctrl_vs_le1.up,***
ClassyFire_class,Benzene and substituted derivatives,34,100,12.705652173913043,0.047434005110289564,0.9041657853183601,ctrl_vs_sl1.up,*
ClassyFire_class,Carboxylic acids and derivatives,65,302,8.043118341491507,0.830561878890882,0.9868049583527878,ctrl_vs_sl1.up,
ClassyFire_class,Organooxygen compounds,51,163,11.692317951453722,0.05188760164455054,0.9041657853183601,ctrl_vs_sl1.up,.
ClassyFire_class,Benzene and substituted derivatives,11,100,4.110652173913044,0.4222643667526098,0.7389626418170672,ctrl_vs_le1.up,
ClassyFire_class,Carboxylic acids and derivatives,44,302,5.444572415778866,0.007186065789257915,0.07545369078720811,ctrl_vs_le1.up,**
ClassyFire_class,Organooxygen compounds,35,163,8.024139770605496,3.418631073733191e-5,7.179125254839702e-4,ctrl_vs_le1.up,***
ClassyFire_subclass,"Amino acids, peptides, and analogues",62,266,8.71019941157241,0.6178233800814348,0.818615978607901,ctrl_vs_sl1.up,
ClassyFire_subclass,Benzenesulfonic acids and derivatives,4,4,37.369565217391305,0.050363304276511534,0.7645085070367916,ctrl_vs_sl1.up,.
ClassyFire_subclass,Benzoic acids and derivatives,6,16,14.01358695652174,0.24157785015113573,0.7645085070367916,ctrl_vs_sl1.up,
ClassyFire_subclass,Carbohydrates and carbohydrate conjugates,39,133,10.957992808107225,0.14879381577396536,0.7645085070367916,ctrl_vs_sl1.up,
ClassyFire_subclass,Carboxylic acids,1,12,3.1141304347826084,0.9396720439180439,0.9730551590168589,ctrl_vs_sl1.up,
ClassyFire_subclass,Diterpenoids,1,1,37.369565217391305,0.34997750529792027,0.7645085070367916,ctrl_vs_sl1.up,
ClassyFire_subclass,Ethers,10,18,20.76086956521739,0.03106381742549172,0.7645085070367916,ctrl_vs_sl1.up,*
ClassyFire_subclass,Triterpenoids,4,5,29.895652173913042,0.0771408011374642,0.7645085070367916,ctrl_vs_sl1.up,.
ClassyFire_subclass,Alcohols and polyols,2,4,18.684782608695652,0.09576647049264274,0.48212775456511775,ctrl_vs_le1.up,.
ClassyFire_subclass,"Amino acids, peptides, and analogues",37,266,5.198022229486761,0.02650121834628217,0.359830636346119,ctrl_vs_le1.up,*
ClassyFire_subclass,Aryl fluorides,2,2,37.369565217391305,0.04321816628570273,0.359830636346119,ctrl_vs_le1.up,*
ClassyFire_subclass,Benzoic acids and derivatives,4,16,9.342391304347826,0.09975056991002437,0.48212775456511775,ctrl_vs_le1.up,.
ClassyFire_subclass,Carbohydrates and carbohydrate conjugates,28,133,7.867276887871855,3.204034939360978e-4,0.009291701324146836,ctrl_vs_le1.up,***
ClassyFire_subclass,Carboxylic acids,4,12,12.456521739130434,0.04963181190980952,0.359830636346119,ctrl_vs_le1.up,*
ClassyFire_subclass,Ethers,1,18,2.076086956521739,0.8364947750269207,0.9330134029146424,ctrl_vs_le1.up,
ClassyFire_level5,Amino acids and derivatives,59,244,9.036083392729864,0.5076568828367822,0.7317918185841253,ctrl_vs_sl1.up,
ClassyFire_level5,Chlorobenzenes,2,13,5.749163879598663,0.8188377035466791,0.9352899754535455,ctrl_vs_sl1.up,
ClassyFire_level5,Glycosyl compounds,11,26,15.810200668896321,0.08550163052802033,0.7228371838020818,ctrl_vs_sl1.up,.
ClassyFire_level5,Monosaccharides,27,85,11.870332480818416,0.12042008824692682,0.7228371838020818,ctrl_vs_sl1.up,
ClassyFire_level5,Amino acids and derivatives,34,244,5.207234497505345,0.032726926069842656,0.34365110242903,ctrl_vs_le1.up,*
ClassyFire_level5,Chlorobenzenes,3,13,8.623745819397993,0.1705838217438724,0.4147440066550701,ctrl_vs_le1.up,
ClassyFire_level5,Glycosyl compounds,7,26,10.06103678929766,0.024779775201158948,0.34365110242903,ctrl_vs_le1.up,*
ClassyFire_level5,Monosaccharides,14,85,6.1549872122762155,0.05727518373817167,0.34365110242903,ctrl_vs_le1.up,.
ClassyFire_level5,Oligosaccharides,2,2,37.369565217391305,0.04321816628570273,0.34365110242903,ctrl_vs_le1.up,*
ClassyFire_level5,Secondary alcohols,2,4,18.684782608695652,0.09576647049264274,0.4147440066550701,ctrl_vs_le1.up,.
ClassyFire_most_specific,Alkylglucosinolates,20,47,15.901942645698428,0.02426918704113611,0.6709155984870333,ctrl_vs_sl1.up,*
ClassyFire_most_specific,Amino acids and derivatives,21,61,12.864932287954382,0.0969258645426656,0.6709155984870333,ctrl_vs_sl1.up,.
ClassyFire_most_specific,Benzene and substituted derivatives,9,14,24.023291925465838,0.021869440024848526,0.6709155984870333,ctrl_vs_sl1.up,*
ClassyFire_most_specific,Benzenesulfonic acids and derivatives,4,4,37.369565217391305,0.050363304276511534,0.6709155984870333,ctrl_vs_sl1.up,.
ClassyFire_most_specific,Benzenoids,3,6,18.684782608695652,0.24505529974602386,0.6709155984870333,ctrl_vs_sl1.up,
ClassyFire_most_specific,Benzoic acids and derivatives,2,2,37.369565217391305,0.17107450132578098,0.6709155984870333,ctrl_vs_sl1.up,
ClassyFire_most_specific,Carboxylic acids,1,12,3.1141304347826084,0.9396720439180439,0.9665198166014165,ctrl_vs_sl1.up,
ClassyFire_most_specific,Carboxylic acids and derivatives,1,6,6.228260869565217,0.779000835848324,0.8760431666595204,ctrl_vs_sl1.up,
ClassyFire_most_specific,Diterpenoids,1,1,37.369565217391305,0.34997750529792027,0.6709155984870333,ctrl_vs_sl1.up,
ClassyFire_most_specific,Glycosyl compounds,2,6,12.456521739130434,0.47833797299538483,0.6709155984870333,ctrl_vs_sl1.up,
ClassyFire_most_specific,Hexoses,5,16,11.677989130434783,0.3850789248198013,0.6709155984870333,ctrl_vs_sl1.up,
ClassyFire_most_specific,Monosaccharides,2,16,4.671195652173913,0.8905896151914923,0.9523136479275364,ctrl_vs_sl1.up,
ClassyFire_most_specific,Organooxygen compounds,1,2,18.684782608695652,0.4760147307964929,0.6709155984870333,ctrl_vs_sl1.up,
ClassyFire_most_specific,Phenolic glycosides,5,9,20.76086956521739,0.11599525314903188,0.6709155984870333,ctrl_vs_sl1.up,
ClassyFire_most_specific,Triterpenoids,3,4,28.02717391304348,0.13706361423484012,0.6709155984870333,ctrl_vs_sl1.up,
ClassyFire_most_specific,Alkylglucosinolates,6,47,4.770582793709528,0.34550437147447216,0.5006171821653994,ctrl_vs_le1.up,
ClassyFire_most_specific,Amino acids and derivatives,7,61,4.288310762651461,0.41940393987338653,0.5006171821653994,ctrl_vs_le1.up,
ClassyFire_most_specific,Aryl fluorides,2,2,37.369565217391305,0.04321816628570273,0.4196814353057257,ctrl_vs_le1.up,*
ClassyFire_most_specific,Benzene and substituted derivatives,2,14,5.338509316770186,0.4322205023570308,0.5006171821653994,ctrl_vs_le1.up,
ClassyFire_most_specific,Benzoic acids and derivatives,1,2,18.684782608695652,0.24773028324213364,0.4433068226438181,ctrl_vs_le1.up,
ClassyFire_most_specific,Carbohydrates and carbohydrate conjugates,2,5,14.947826086956521,0.12631887727907964,0.4196814353057257,ctrl_vs_le1.up,
ClassyFire_most_specific,Carboxylic acids,4,12,12.456521739130434,0.04963181190980952,0.4196814353057257,ctrl_vs_le1.up,*
ClassyFire_most_specific,Carboxylic acids and derivatives,1,6,6.228260869565217,0.4856990504395404,0.5504589238314791,ctrl_vs_le1.up,
ClassyFire_most_specific,Chlorobenzenes,3,7,16.01552795031056,0.05428250515608744,0.4196814353057257,ctrl_vs_le1.up,.
ClassyFire_most_specific,Glycosyl compounds,2,6,12.456521739130434,0.15876424607211118,0.4196814353057257,ctrl_vs_le1.up,
ClassyFire_most_specific,Glycosyl-amino acids,3,6,18.684782608695652,0.04063689911682319,0.4196814353057257,ctrl_vs_le1.up,*
ClassyFire_most_specific,Hexoses,5,16,11.677989130434783,0.035201918725750674,0.4196814353057257,ctrl_vs_le1.up,*
ClassyFire_most_specific,Monosaccharides,3,16,7.00679347826087,0.24344816242739492,0.4433068226438181,ctrl_vs_le1.up,
ClassyFire_most_specific,Oligosaccharides,2,2,37.369565217391305,0.04321816628570273,0.4196814353057257,ctrl_vs_le1.up,*
ClassyFire_most_specific,Organooxygen compounds,2,2,37.369565217391305,0.04321816628570273,0.4196814353057257,ctrl_vs_le1.up,*
ClassyFire_most_specific,Phenolic glycosides,3,9,12.456521739130434,0.08710237002087028,0.4196814353057257,ctrl_vs_le1.up,.
ClassyFire_most_specific,Secondary alcohols,2,4,18.684782608695652,0.09576647049264274,0.4196814353057257,ctrl_vs_le1.up,.
